,Resident_Provider,Polygamous,Kids_Under_15_In_Settlement,Children_Under_15_outside_settlement,Spouses_on_settlement,Spouses_Outside_HH,recipient_of_wfp,recipient_of_hsnp,OPCT_received,PWSDCT_received,Relationship_MainProvider,Gender,Age,School_meal_receive,Work_last_7days,Main_provider_occupation,Toilet,Drinking_water,Donkeys_owned,Camels_owned,Zebu_cattle_owned,Shoats_owned,Nets_owned,Hooks_owned,Boats_rafts_owned
9450,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,70,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,70,1,1,2
9451,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,41,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,2,3,5,200,0,0,0
9456,6.0,1.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,46,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,"River, Lake, ponds or similar",1,0,0,80,4,2,2
9467,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,58,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,"River, Lake, ponds or similar",0,50,0,40,1,1,2
9470,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,40,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,24,1,1,2
9479,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,33,False,Seeking work,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,"River, Lake, ponds or similar",1,0,0,16,1,1,2
9481,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,68,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Unprotected dug well/springs,0,0,0,15,1,1,2
9517,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,30,False,Homemaker,"Field crop, vegetable or  horticultural ( arable -no livestock)",Covered pit latrine,Piped water into plot/yard,0,0,0,4,0,0,0
9519,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,37,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,20,0,0,0
9529,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,53,False,Worked for pay,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Tube well/borehole with pump,0,0,0,0,0,0,0
9533,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,68,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Unprotected dug well/springs,0,0,0,12,0,0,0
9551,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,27,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Public tap,0,0,0,0,0,0,0
9554,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,48,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,2,0,0,80,0,0,0
9572,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,35,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Tube well/borehole with pump,0,0,0,0,4,3,2
9575,6.0,1.0,0.0,0.0,0.0,0.0,True,0,False,False,Spouse,Female,29,False,Homemaker,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Unprotected dug well/springs,0,0,0,30,3,1,2
9609,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,47,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Public tap,0,0,0,2,0,0,0
9623,1.0,1.0,0.0,0.0,0.0,1.0,False,0,False,False,Main Provider,Male,71,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,0,0,0,50,0,0,0
9624,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,78,False,Homemaker,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Other,Public tap,0,0,0,35,0,0,0
9635,3.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,49,False,Homemaker,Main provider occupation not defined,Covered pit latrine,Public tap,0,0,0,55,0,0,0
9647,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,33,False,Worked on own/family business,Street vendors and related,Bush-None,Public tap,0,0,0,17,0,0,0
9656,1.0,1.0,0.0,0.0,0.0,3.0,False,0,False,False,Spouse,Female,24,False,Homemaker,Street vendors and related,Covered pit latrine,Public tap,0,0,0,55,0,0,0
9676,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,29,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,21,0,0,0
9690,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,44,False,Herding-Worked on own/family agri. holding,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Unprotected dug well/springs,0,0,0,13,4,1,3
9711,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Male,57,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,60,0,0,0
9718,1.0,1.0,0.0,1.0,0.0,1.0,False,0,False,False,Main Provider,Female,28,False,Homemaker,"Govt. administrators, local authority officials, NGO staff & other administrators and managers",Other,Unprotected dug well/springs,0,0,0,0,0,0,0
9722,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,66,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,2,0,60,0,0,0
9723,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,66,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,70,0,0,0
9728,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,51,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,3,0,70,0,0,0
9736,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,43,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,"River, Lake, ponds or similar",0,0,0,4,0,0,0
9743,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,31,False,Homemaker,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,1,0,5,100,0,0,0
9744,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,69,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,2,0,20,100,0,0,0
9771,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,61,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Tube well/borehole with pump,0,4,0,70,0,0,0
9778,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,40,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,2,0,10,166,0,0,0
9782,1.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,46,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,3,4,0,50,0,0,0
9808,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,31,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,2,0,0,53,0,0,0
9812,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,46,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,2,0,0,100,0,0,0
9818,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,29,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,1,0,70,0,0,0
9847,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,25,False,Worked for pay,"Armed Forces, police or customs",Bush-None,Piped water into plot/yard,0,0,0,0,0,0,0
9848,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,27,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,1,0,0,5,0,0,0
9852,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,28,False,Worked on own/family business,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Protected dug well,4,0,0,60,0,0,0
9853,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,39,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Public tap,0,0,0,2,0,0,0
9857,2.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,47,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,1,3,0,60,0,0,0
9865,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,52,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Protected dug well,2,0,10,50,0,0,0
9872,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,35,False,Worked for pay,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
9881,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,24,False,Homemaker,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,2,0,5,100,0,0,0
9890,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,44,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Public tap,3,0,5,108,0,0,0
9891,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,27,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,1,0,0,50,0,0,0
9894,3.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,25,False,Homemaker,Main provider occupation not defined,Other,Unprotected dug well/springs,6,0,0,39,0,0,0
9905,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,23,False,Worked for pay,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Unprotected dug well/springs,0,0,0,0,0,0,0
9911,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,30,False,Homemaker,"Armed Forces, police or customs",Bush-None,Piped water into plot/yard,0,0,0,0,0,0,0
9912,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,42,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,1,0,0,70,0,0,0
9921,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,35,False,Homemaker,Other jobs,Bush-None,Unprotected dug well/springs,1,0,5,300,0,0,0
9928,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,86,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,1,0,0,55,0,0,0
9944,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,27,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Public tap,2,0,0,80,0,0,0
9957,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,54,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,0,0,0,100,0,0,0
9967,2.0,1.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,44,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,3,0,0,50,0,0,0
9971,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,40,False,Worked for pay,"Armed Forces, police or customs",Bush-None,Public tap,0,0,0,0,0,0,0
10039,4.0,1.0,0.0,5.0,0.0,2.0,False,0,False,False,Spouse,Female,36,False,Worked for pay,"Primary teachers, secondary, technical Institute teachers or other teaching professionals",VIP latrine,Public tap,0,0,0,0,0,0,0
10045,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,30,False,Worked for pay,"Drivers, transport, freight workers",Bush-None,Public tap,0,0,0,0,0,0,0
10050,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,56,False,Worked for pay,"Armed Forces, police or customs",Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
10068,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,41,False,Worked for pay,"Primary teachers, secondary, technical Institute teachers or other teaching professionals",Flush toilet,Piped water inside dwelling,0,0,0,0,0,0,0
10069,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,48,False,Worked for pay,"Primary teachers, secondary, technical Institute teachers or other teaching professionals",Bush-None,Public tap,0,0,0,0,0,0,0
10084,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Male,37,False,Worked on own/family business,"Armed Forces, police or customs",Bush-None,Public tap,0,0,0,0,0,0,0
10091,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,37,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Unprotected dug well/springs,0,0,0,10,4,1,2
10092,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,70,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Covered pit latrine,Unprotected dug well/springs,0,0,0,60,0,0,0
10099,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,61,False,Worked on own/family business,Handicraft workers,Bush-None,Public tap,0,0,0,0,0,0,0
10121,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,37,False,Worked on own/family business,Handicraft workers,Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
10127,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,28,False,Worked on own/family business,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Bush-None,Public tap,0,0,0,0,0,0,0
10133,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,27,False,Herding-Worked on own/family agri. holding,"Field crop, vegetable or  horticultural ( arable -no livestock)",Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
10139,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,33,False,Worked on own/family business,"Armed Forces, police or customs",Bush-None,Public tap,0,0,0,0,0,0,0
10145,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,52,False,Homemaker,"Field crop, vegetable or  horticultural ( arable -no livestock)",Covered pit latrine,Public tap,0,0,0,0,0,0,0
10208,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,50,False,Worked for pay,"Armed Forces, police or customs",Covered pit latrine,Piped water into plot/yard,0,0,0,10,0,0,0
10214,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,59,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,2,27,4,2,3
10220,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,46,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,2,15,100,0,0,0
10241,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,37,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Unprotected dug well/springs,0,0,4,80,1,1,2
10251,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Sister/Brother,Female,30,False,Worked on own/family business,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,0,0,70,1,1,2
10265,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,34,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,0,0,70,1,1,2
10280,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,24,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,5,7,0,30,1,1,2
10298,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,37,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,"River, Lake, ponds or similar",0,0,0,0,0,0,0
10305,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,30,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,2,0,80,0,0,0
10327,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,34,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Unprotected dug well/springs,0,0,0,60,0,0,0
10333,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,66,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,"River, Lake, ponds or similar",0,0,0,80,0,0,0
10338,4.0,1.0,0.0,9.0,0.0,2.0,False,0,False,False,Main Provider,Male,43,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,5,73,1,1,2
10378,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,27,False,Worked on own/family business,"Casual unskilled labour, caretakers, messengers, watchman, housekeepers & domestic workers",Uncovered pit latrine,Public tap,0,0,0,0,0,0,0
10389,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Male,66,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Uncovered pit latrine,Public tap,0,0,0,10,0,0,0
10392,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,43,False,Seeking work,Handicraft workers,Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
10395,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,44,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Public tap,0,0,0,70,0,0,0
10399,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,33,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,1,0,50,0,0,0
10410,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,33,False,Seeking work,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,2,0,0,0
10417,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,28,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,0,0,100,0,0,0
10439,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,31,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Public tap,0,0,0,60,0,0,0
10454,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,24,False,Seeking work,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
10460,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,26,False,Full-time student,"Shop assistants, food vendors, sales & services, cashiers, bartenders",Covered pit latrine,Tube well/borehole with pump,0,0,0,0,0,0,0
10474,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,37,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Unprotected dug well/springs,0,0,0,80,0,0,0
10483,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,38,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
10489,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,57,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Bush-None,Tube well/borehole with pump,0,0,0,1,0,0,0
10494,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,61,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,65,0,0,0
10508,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,33,False,Worked for pay,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Bush-None,Tube well/borehole with pump,0,0,0,90,0,0,0
10527,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,32,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,4,0,80,0,0,0
10529,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,47,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Unprotected dug well/springs,0,0,2,55,0,0,0
10530,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,30,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,1,2,0,100,0,0,0
10564,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,52,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Public tap,0,0,0,80,0,0,0
10567,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,43,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,55,0,0,0
10570,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Male,80,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,55,0,0,0
10579,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Male,80,False,Doing nothing,Other jobs,Bush-None,Unprotected dug well/springs,0,0,0,90,0,0,0
10585,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,47,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,4,90,0,0,0
10587,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,43,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,"River, Lake, ponds or similar",0,0,0,60,0,0,0
10590,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,66,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,"River, Lake, ponds or similar",2,5,0,60,0,0,0
10593,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,32,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,2,1,0,70,0,0,0
10600,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,33,False,Worked on own/family business,Street vendors and related,Covered pit latrine,Public tap,0,0,0,70,0,0,0
10610,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,49,False,Worked for pay,"Armed Forces, police or customs",Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
10633,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,44,False,Worked for pay,"Armed Forces, police or customs",Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
10635,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,38,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,1,8,0,90,0,0,0
10636,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,57,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,8,0,60,0,0,0
10642,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,48,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Uncovered pit latrine,Public tap,0,0,0,0,0,0,0
10648,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,76,False,Doing nothing,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,3,0,0,101,0,0,0
10649,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,34,False,Full-time student,"Armed Forces, police or customs",Covered pit latrine,Public tap,0,0,0,0,0,0,0
10666,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,32,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,80,0,0,0
10673,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,41,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,3,0,65,0,0,0
10678,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,32,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,1,0,70,0,0,0
10681,4.0,1.0,0.0,6.0,0.0,1.0,False,0,False,False,Main Provider,Male,50,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,1,0,50,0,0,0
10687,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,46,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,60,0,0,0
